GISP2 Ions: Deep (D) Core

REFERENCE: 

Mayewski, P.A., L.D. Meeker, M.S. Twickler, S.I. Whitlow, Q. Yang, W.B.
Lyons, and M. Prentice. 1997. Major features and forcing of high-latitude
northern hemisphere atmospheric circulation using a 110,000-year-long
glaciochemical series. Journal of Geophysical Research 102:26345-26366.

Taylor, K.C., P.A. Mayewski, M.S. Twickler, and S.I. Whitlow. 1996. Biomass
burning recorded in the GISP2 ice core: A record from eastern Canada? The
Holocene 6(1):1-6.

Yang, Q., P.A. Mayewski, S.I. Whitlow, M.S. Twickler, M.C. Morrison, R.W.
Talbot, J.E. Dibb, and E. Linder. 1995. Global perspective of nitrate flux
in ice cores. Journal of Geophysical Research 100:5113-5121.

Mayewski, P.A., W.B. Lyons, M.J. Spencer, M.S. Twickler, C.F. Buck, and
S.I. Whitlow. 1990. An ice core record of atmospheric response to
anthropogenic sulphate and nitrate. Nature 346:554-556.

DATA DESCRIPTION: 

This is the ion data set produced by the Glacier Research Group for the
GISP2 D core, from 2 - 3040 m depth. Meters 2 to 96 is B core data.  The
remainder of the data is from the D core.  Concentration values for each
sample are listed along with the top and bottom depth for each sample. 
Depths are in meters, concentrations in micrograms/kilogram (ppb).  Refer
to the file detiond.dat for more details on the upper 96 meter processing. 
D core samples were mechanically cleaned between 96-710m and 1370-1510m. 
All other samples were melted using a teflon coated aluminium apparatus
which melted the center portion from a 3.5 x 3.5 cm section of ice. 

DATA:

DEPTH	(m)	IONS								AGE (yr BP)	
Top	Bottom	Na_ppb	NH4_ppb	K_ppb	Mg_ppb	Ca_ppb	Cl_ppb	NO3_ppb	SO4_ppb	Top	Bottom

2899.6	2899.8	42.81	5.06	6.62	25.21	210.68	77.03	75.73	178.82	999999	999999
2899.8	2900	41.37	4.53	6.04	22.18	170.01	74.71	72.89	169.49	999999	999999
2900	2900.17	51.31	5.36	6.89	29.21	247.61	87.44	85.58	209.68	999999	999999
2900.17	2900.4	49.68	5.13	7.02	27.47	239.22	83.91	84.53	209.15	999999	999999
2900.4	2900.6	54.71	5.24	8.27	32.67	298.15	92.8	91.83	238.02	999999	999999
2900.6	2900.8	52.78	5.88	8.58	32.71	290.92	88.17	90.43	244.51	999999	999999
2900.8	2901	42.83	8.58	6.58	24.08	196.5	80.16	77.78	187.01	999999	999999
2901.01	2901.2	47.73	4.91	6.01	22.04	176	80.78	74.86	176.6	999999	999999
2901.2	2901.4	44	5.11	6.32	21.03	171.35	76.74	75.28	167.99	999999	999999
2901.4	2901.6	41.95	6.96	5.97	20.63	173.46	74.86	78.79	175.67	999999	999999
2901.6	2901.8	47.17	6.36	7.33	25.26	220.71	80.01	81.36	195.96	999999	999999
2901.8	2902	56.66	4.91	8.31	32.52	309.95	90.76	90.14	252.3	999999	999999
2902	2902.2	54.1	5.17	7.7	31.07	284.44	87.9	84.88	233	999999	999999
2902.2	2902.4	45.51	5.06	7.68	27.26	232.04	78.23	78.09	195.16	999999	999999
2902.4	2902.6	57.9	5.66	8.33	32.24	327.12	89.25	91.08	275.7	999999	999999
2902.6	2902.8	59.72	5.92	8.52	33.37	320.87	95.64	89.26	260.86	999999	999999
2902.8	2903	58.56	5.76	8.39	33.65	312.71	94.36	88.43	247.95	999999	999999
2903	2903.2	58.96	4.94	8.84	36.68	347.09	94.11	92.5	267.19	999999	999999
2903.2	2903.4	58.15	5.67	8.61	34.21	323.72	92.33	88.52	246.96	999999	999999
2903.4	2903.6	57.3	5.87	8.68	34.55	319.95	93.25	91.22	246.1	999999	999999
2903.6	2903.8	55.73	5.89	8.29	32.04	295.1	91.34	88.27	237.78	999999	999999
2903.8	2904	58.24	5.29	8.37	34.13	320.18	96.09	93.11	262.22	999999	999999
2904	2904.2	55.24	4.96	8.01	30.47	279.07	91.8	87.16	229.92	999999	999999
2904.2	2904.4	52.14	5.28	7.94	28.9	255.88	87.52	83.77	217.46	999999	999999
2904.4	2904.6	55.6	5.55	7.89	31.74	299.37	90.59	87.69	240.17	999999	999999
2904.6	2904.8	59.25	5.5	8.98	33.85	329.16	94.38	87.92	257.45	999999	999999
2904.8	2905	58.15	4.86	9.23	34.05	327.32	93.55	82.52	246.31	999999	999999
2905	2905.2	59.75	4.79	9.12	34.41	331.09	92.85	82.58	243.92	999999	999999
2905.2	2905.4	61.47	5.37	9.04	35.51	358.64	97.81	85.83	312.91	999999	999999
2905.4	2905.6	61.86	4.72	8.97	37.18	374.97	95.83	85.52	263.92	999999	999999
2905.6	2905.8	57.93	5.16	9.13	34.33	327.16	92.29	80.67	234.49	999999	999999
2905.8	2906	58.21	4.84	9.57	34.98	333.43	93.31	80.5	240.9	999999	999999
2906	2906.2	60	5.38	9.07	35.39	341.93	94.34	83.21	272.94	999999	999999
2906.2	2906.4	60.49	5.06	9.03	37.73	356.21	95.28	84.38	253.61	999999	999999
2906.4	2906.6	58.54	4.71	8.66	35.26	325.78	93.62	84.32	252.95	999999	999999
2906.6	2906.8	37.85	3.86	7.19	20.66	162.47	68.1	68.91	151.83	999999	999999
2906.8	2907.03	53.66	4.58	8.36	32.2	284.56	86.5	81.06	226.33	999999	999999
2907.03	2907.2	62.08	5.45	9.68	40.46	381.76	98.32	89.64	296.1	999999	999999
2907.2	2907.4	58.71	4.96	8.75	35.48	324.87	93.51	85.5	257.42	999999	999999
2907.4	2907.6	48.79	5.4	7.35	27.84	245.51	81.29	82.07	208.97	999999	999999
2907.6	2907.8	53.68	4.52	7.21	30.86	284.49	86.71	85.94	248.37	999999	999999
2907.8	2908	49.47	4.55	7.35	28.46	258.17	81.25	80.09	204.35	999999	999999
2908	2908.2	52	4.74	7.72	28.51	243.69	88.7	79.11	194.55	999999	999999
2908.2	2908.4	55.2	4.38	7.4	30.07	267.86	90.28	84.73	223.54	999999	999999
2908.4	2908.6	45.11	3.4	6.07	23.61	183.2	77.82	72.15	173.59	999999	999999
2908.6	2908.8	46.72	3.1	5.91	25.3	199.63	80	72.47	184.38	999999	999999
2908.8	2909	49.2	4.37	6.81	29.09	250.83	83.22	79.11	216.78	999999	999999
2909	2909.2	47.59	4.17	6.68	26.06	222.15	80	76.15	190.51	999999	999999
2909.2	2909.4	46.31	3.82	6.63	25.96	222.24	78.46	73.88	188.94	999999	999999
2909.4	2909.6	50.84	3.93	7.24	29.31	256.18	83.59	77.22	205.27	999999	999999
2909.6	2909.8	46.8	4.43	6.45	27.6	236.58	76.73	74.33	194.49	999999	999999
2909.8	2910	33.11	4.05	4.53	17.65	134.38	58.65	64.62	128.06	999999	999999
2910	2910.2	40.45	4.7	5.41	21.49	170.77	68.87	75.04	161.56	999999	999999
2910.2	2910.4	46.01	4.67	6.18	27.44	235.45	76.43	76.74	194.54	999999	999999
2910.4	2910.6	43.7	4.19	5.88	27.02	240.54	68.79	74.09	177.07	999999	999999
2910.6	2910.8	40.1	4.29	5.36	22.03	176.44	68.49	74.98	156.86	999999	999999
2910.8	2911	43.09	4.79	5.67	23.55	188.98	73.79	79.52	173.22	999999	999999
2911	2911.2	39.83	6.61	5.04	20.66	164.07	69.24	79.01	164.93	999999	999999
2911.2	2911.4	41.26	6.49	5.39	20.89	164.82	71.21	81.42	164.04	999999	999999
2911.4	2911.6	43.68	4.73	6.09	24.35	200.68	75.51	76.78	176.53	999999	999999
2911.6	2911.8	41.03	3.95	5.53	21.51	180.33	69.49	69.94	168.56	999999	999999
2911.8	2912	47.27	4.52	6.29	27.43	241.64	77.7	80.24	195.59	999999	999999
2912	2912.2	44.49	3.78	5.59	24.78	208.98	74.72	75.69	179.36	999999	999999
2912.2	2912.4	38.17	4.11	5.45	21.7	171.84	64.64	70.47	154.01	999999	999999
2912.4	2912.6	37.48	3.45	5.84	21.79	173.01	63.03	66.68	153.53	999999	999999
2912.6	2912.8	38.4	3.35	5.21	22.76	192.13	63.73	69.18	159.44	999999	999999
2912.8	2913	38.58	6.04	5.2	19.77	159.14	65.13	68.03	153	999999	999999
2913	2913.2	33.46	4.03	4.54	16.99	130.54	58.43	63.51	132.8	999999	999999
2913.2	2913.4	25.52	3.38	3.46	12.79	89.45	47.82	56.17	108.69	999999	999999
2913.4	2913.6	35.27	3.56	4.88	21.48	176.65	56.74	68.72	153.18	999999	999999
2913.6	2913.8	36.05	4.76	5.11	21.47	170.33	60.23	68.17	154.83	999999	999999
2913.8	2914	41.96	4.05	6.16	25.6	216.77	71	72.83	177.76	999999	999999
2914	2914.2	38.89	4.28	4.83	19.86	171.96	63.41	73.06	164.03	999999	999999
2914.2	2914.4	28.23	6.51	4.51	14.98	113.94	53.22	66.79	122.19	999999	999999
2914.4	2914.6	23.74	6.22	3.87	12.81	92.46	42.84	65.08	104.4	999999	999999
2914.6	2914.8	34.89	5.92	4.94	20	168.69	59.26	79.18	152.68	999999	999999
2914.8	2915	25.6	7.77	3.82	14.04	109.29	44.77	72.49	117.24	999999	999999
2915	2915.2	36.83	6.99	5.65	20.86	171.95	63.97	77.17	157.03	999999	999999
2915.2	2915.4	46.08	4.01	6.23	24.72	209.1	76.28	79.29	184.49	999999	999999
2915.4	2915.6	40.19	4.14	4.93	20.12	167.51	65.94	73.73	155.63	999999	999999
2915.6	2915.8	37.37	3.5	5.13	19.71	157.14	63.73	68.29	146.16	999999	999999
2915.8	2916	40.36	5.34	5.58	24.31	193.29	68.2	74.66	170.17	999999	999999
2916	2916.2	41.92	3.81	5.41	22.46	183.91	71.1	74.09	169.88	999999	999999
2916.2	2916.4	30.89	8.64	5.34	18.08	145.52	56.88	72.36	139.02	999999	999999
2916.4	2916.6	33.45	6.54	4.78	18.83	157.68	56.05	74.24	150.03	999999	999999
2916.6	2916.8	40.37	4.26	5.38	22.35	186.13	68.66	74.64	167.98	999999	999999
2916.8	2917	43.34	4.18	6.54	23.91	199.21	72.18	76.54	177.95	999999	999999
2917	2917.2	43.3	4.35	5.91	24.84	202.85	69.9	76.37	176.04	999999	999999
2917.2	2917.4	36.83	3.71	5.82	19.15	146.8	63.81	67.53	142.13	999999	999999
2917.4	2917.6	45.54	4.01	6.79	25.02	210.37	77.1	77.64	184.79	999999	999999
2917.6	2917.8	55.28	6.22	8.31	32.35	292.62	89.61	88.72	250.15	999999	999999
2917.8	2918	48.76	4.91	6.68	27.33	234.35	81.26	82.27	202.27	999999	999999
2918	2918.2	45.68	3.92	6.57	24.87	204.35	76.56	76.62	183.71	999999	999999
2918.2	2918.4	51.89	4.66	7.39	29.22	257.46	86.12	84.27	220.39	999999	999999
2918.4	2918.6	58.18	5.55	7.97	31.47	283.76	92.59	86.46	243.71	999999	999999
2918.6	2918.83	54.19	4.94	7.58	30.45	271.24	85.89	85.02	235.38	999999	999999
2918.83	2919	35.76	4.34	5.69	19.17	147.05	62.94	66.24	139.5	999999	999999
2919	2919.2	48.84	4.36	7.19	28.2	250.4	79.82	78.73	202.52	999999	999999
2919.2	2919.4	37.79	6.23	6.43	23.59	199.27	62.87	74.03	170.94	999999	999999
2919.4	2919.6	31.01	7.34	4.71	19.26	161.49	51.9	71.4	145.35	999999	999999
2919.6	2919.8	44.49	4.2	6.33	24.68	189.72	73.97	73.77	181.29	999999	999999
2919.8	2920	52.76	4.33	6.85	27.83	221.77	85.92	78.13	195.54	999999	999999
2920	2920.2	37.14	5.14	6.03	20.57	156.04	70.72	70.51	153.29	999999	999999
2920.2	2920.4	46.54	4.07	6.02	25.15	222.73	76.9	83.9	188.52	999999	999999
2920.4	2920.6	45.7	4.48	6.61	23.94	207.45	79.83	86.76	205.16	999999	999999
2920.6	2920.8	32.59	5.5	4.59	16.73	134.74	56.52	74.27	133.46	999999	999999
2920.8	2921	25.88	6.41	3.8	14.12	105.02	46.59	69.99	109.96	999999	999999
2921.01	2921.2	37.31	5.82	4.89	20.18	171.49	63.21	79.79	155.47	999999	999999
2921.2	2921.4	40.41	5.91	6.14	24.43	206.63	69.09	79.28	174.75	999999	999999
2921.4	2921.6	12.09	8.19	1.61	6.46	40.62	21.93	72.06	72.52	999999	999999
2921.6	2921.8	9.86	9.11	2.55	5.55	32.31	20.33	71.16	67.69	999999	999999
2921.8	2922	5.7	9.59	0.82	5.04	16.89	11.9	61.95	56.26	999999	999999
2922	2922.2	11.8	10.33	1.6	7.63	46.43	21.44	70.05	82.4	999999	999999
2922.2	2922.4	16.75	9.07	2.05	6.25	52.91	30.99	83.42	82.48	999999	999999
2922.4	2922.6	11.03	8.29	1.63	6.34	34.71	20.33	64.21	58.49	999999	999999
2922.6	2922.8	10.32	7.84	1.52	6.45	31.75	17.16	60.89	59.65	999999	999999
2922.8	2923	23.6	7.26	3.05	12.16	95.78	40.91	75.38	105.5	999999	999999
2923	2923.2	13.75	7.92	3.55	9.67	53.8	26.51	65.12	79.84	999999	999999
2923.2	2923.4	32.56	7.39	4.04	16.9	132.75	54.75	76.77	138.8	999999	999999
2923.4	2923.6	41.36	5.41	5.35	22.73	183.1	70.95	74.42	169.07	999999	999999
2923.6	2923.8	38.33	5.49	5.17	20.27	164.19	65.25	73.32	151.68	999999	999999
2923.8	2924	40.72	5.65	5.56	21.25	181.52	69.06	75.81	163.11	999999	999999
2924	2924.2	40.32	5.64	5.42	20.11	164.92	69	72.33	151.89	999999	999999
2924.2	2924.4	44.6	4.57	5.65	22.79	182.17	76.52	72.1	167	999999	999999
2924.4	2924.6	44.23	3.94	5.68	23.15	192.72	74.85	75.24	178.47	999999	999999
2924.6	2924.8	49.46	4.8	6.8	29.24	261.91	84.31	81.7	218.76	999999	999999
2924.8	2925	45.27	5.09	6.67	26.87	236.72	75.73	75.98	192.6	999999	999999
2925	2925.2	30.17	4.67	5.11	17.18	118.95	55.61	62.15	117.37	999999	999999
2925.2	2925.4	28.45	5.29	5.31	14.62	97.46	55.38	58.46	96.23	999999	999999
2925.4	2925.6	35.99	5.07	5.49	23.11	188.73	61.55	71.71	155.27	999999	999999
2925.6	2925.8	35.86	5	5.42	20.99	174.1	63.71	67.56	149.62	999999	999999
2925.8	2926	40.95	5.37	5.75	23.39	198.74	68.1	72.84	165.5	999999	999999
2926	2926.2	44.14	4.72	6.62	25.47	213.43	77.06	73.66	185.21	999999	999999
2926.2	2926.4	41.65	4.61	6.12	23.36	191.76	72.47	73.04	175.23	999999	999999
2926.4	2926.6	37.43	5.04	5.39	20.96	174.01	62	73.21	157.04	999999	999999
2926.6	2926.8	34.48	6.31	5.56	19.45	159.29	59.79	69.44	142.63	999999	999999
2926.8	2927	22.12	5.85	3.32	11.9	88.59	38.96	62.15	93.69	999999	999999
2927	2927.2	32.78	6.15	6.59	17.06	142.43	54.38	66.23	124.64	999999	999999
2927.2	2927.4	38.31	4.33	5.43	19.7	154.15	59.92	69.49	142.57	999999	999999
2927.4	2927.6	37.47	4.38	6.09	23.34	177.28	57.78	71.14	145.16	999999	999999
2927.6	2927.8	36.59	4.47	5.9	22.12	162.55	58.31	70.45	151.67	999999	999999
2927.8	2928	30.81	3.63	5.62	17.56	120.23	52.46	60.73	127.15	999999	999999
2928	2928.2	37.94	5.25	6.07	20.83	155.89	60.4	71.6	142.36	999999	999999
2928.2	2928.4	48.36	5.55	6.21	26.86	243.96	73.55	82.79	207.16	999999	999999
2928.4	2928.6	47.72	4.42	6.93	28.14	246.68	76.37	82.82	215.06	999999	999999
2928.6	2928.8	47.36	3.83	6.55	25.3	216.43	76.43	78.53	192.82	999999	999999
2928.8	2929	46.24	3.75	6.8	24.42	193.12	76.45	70.37	168.5	999999	999999
2929	2929.2	48.99	4.35	7.07	30.18	238.86	82.75	73.09	192.31	999999	999999
2929.2	2929.4	42.45	4.01	5.95	22.91	180.52	71.06	73.11	169.77	999999	999999
2929.4	2929.6	54.37	5.47	7.98	32.01	286.81	86.45	86.09	227.32	999999	999999
2929.6	2929.8	52.83	5.98	7.74	31.64	292.47	83.75	85.46	237	999999	999999
2929.8	2930	45.89	5.28	7.01	26.05	224.76	76.25	77.66	188.46	999999	999999
2930	2930.2	49.59	5.63	6.2	26.01	220.59	77.12	83.98	202.98	999999	999999
2930.2	2930.4	49.63	5.1	7.21	28.8	252.12	79.41	82.23	212.55	999999	999999
2930.4	2930.6	54.38	6	7.86	33.22	301.25	86.27	88.14	239.47	999999	999999
2930.6	2930.8	51.83	5.54	7.98	31.18	277.94	86.06	85.85	223.09	999999	999999
2930.8	2931	57.86	5.45	9.06	36.02	334.88	91.84	91	254.14	999999	999999
2931	2931.2	41.99	4.88	6.14	24.32	196.44	70.94	77.08	186.56	999999	999999
2931.2	2931.4	46.41	4.83	6.42	26.05	219.43	76.37	80.37	197.13	999999	999999
2931.4	2931.6	46.84	5.63	6.41	26.37	228.35	75.89	83.33	204.35	999999	999999
2931.6	2931.8	46.01	5.21	5.69	26.45	220.17	75.18	81.3	190.23	999999	999999
2931.8	2932	42.39	7.57	5.79	25.87	222.11	68.8	89.21	185.66	999999	999999
2932	2932.2	52.32	5.8	7.44	31.87	288.68	84.28	87.65	226.81	999999	999999
2932.2	2932.4	50.23	5.51	7.04	28.36	236.9	83.53	80.1	200.01	999999	999999
2932.4	2932.6	43.45	4.53	5.93	24.82	198.63	72.96	76.73	179.61	999999	999999
2932.6	2932.8	44.05	4.71	6.33	24.76	194.44	73.84	77.16	185.21	999999	999999
2932.8	2933	44.8	6.19	6.58	25.6	212.98	75.26	79.21	186.56	999999	999999
2933	2933.2	41.52	3.5	5.31	21.3	163.9	69.1	68.22	153.96	999999	999999
2933.2	2933.4	41.93	3.44	4.89	21.38	167.97	68.47	68.06	151.56	999999	999999
2933.4	2933.6	42.47	2.67	4.39	20.04	148.82	71.49	69.58	146.1	999999	999999
2933.6	2933.8	45.66	3.27	5.83	22.5	189.38	76.86	74.55	170.46	999999	999999
2933.8	2934	40.1	4.22	5.33	19.94	175.69	69.24	79.33	162.73	999999	999999
2934	2934.2	56.34	3.96	8.01	32.24	300.12	89.71	85.28	237.54	999999	999999
2934.2	2934.4	59.24	4.2	9.16	35.53	332.9	94	81.87	235.97	999999	999999
2934.4	2934.6	54.95	3.48	7.98	31.19	275.33	88.08	80.48	215.49	999999	999999
2934.6	2934.8	57.52	4.18	8.14	32.87	309.21	91.15	83.06	243.87	999999	999999
2934.8	2935	61.13	4.24	8.89	38.87	375.2	94.22	87.58	258.28	999999	999999
2935	2935.2	49.82	3.76	6.8	27.14	234.54	81.77	75.67	196.57	999999	999999
2935.2	2935.4	41.93	3.37	5.35	21.11	169.67	71.13	70.73	154.48	999999	999999
2935.4	2935.6	44.35	4.15	5.87	23.25	194.76	74.99	77.22	178.31	999999	999999
2935.6	2935.8	40.16	4.03	5.13	20.4	161.43	70.36	73.53	157.72	999999	999999
2935.8	2936	37.49	4.33	5.17	18.48	139.19	66.12	68.78	140.01	999999	999999
2936	2936.2	41.78	4.08	5.23	21.6	170.69	70.64	73.47	157.58	999999	999999
2936.2	2936.41	48.88	4.5	7.31	27.5	245.32	80.41	79.92	199.28	999999	999999
2936.41	2936.6	47.02	4.05	6.82	25.98	210.46	78.68	74.45	183.21	999999	999999
2936.6	2936.8	43.72	3.81	6.07	23.26	191.36	73.76	73.06	169.44	999999	999999
2936.8	2937	41.66	4.04	5.7	23.29	192.5	69.24	74.36	168.9	999999	999999
2937	2937.2	50.43	4.74	6.03	24.73	194.79	78.23	74.14	176.88	999999	999999
2937.2	2937.4	43.91	3.99	5.56	24.63	195.76	73.86	78.04	182.97	999999	999999
2937.4	2937.6	46.72	4.12	6.17	25.46	205.53	78.44	79.12	192.81	999999	999999
2937.6	2937.8	46.38	4.82	6.02	24.96	197.74	77.58	78.84	180.7	999999	999999
2937.8	2938	44.29	4.36	6.22	23.76	186.57	74.13	77.36	180.87	999999	999999
2938	2938.2	46.74	4.48	6.22	23.85	180	80.17	71.87	164.58	999999	999999
2938.2	2938.4	45.47	4.47	5.39	24.51	175.33	78.11	70.89	161.03	999999	999999
2938.4	2938.6	44.57	4.42	5.66	23.22	184.5	75.66	74.63	171.05	999999	999999
2938.6	2938.8	44.86	4.47	6.45	23.51	187.5	76.51	77.16	181.05	999999	999999
2938.8	2939	45.13	4.38	6.38	24.13	189.52	78.8	74.52	178.31	999999	999999
2939	2939.2	42.77	4.19	5.24	22	167.1	74.66	70.78	166.13	999999	999999
2939.2	2939.4	42.35	4.43	5.37	20.92	173.83	74.4	71.02	160.52	999999	999999
2939.4	2939.6	40.11	5.97	5.45	22.76	192.46	68.21	78.58	171.72	999999	999999
2939.6	2939.8	44.58	5.29	6.98	25.35	209.54	77.24	77.9	186.45	999999	999999
2939.8	2940	52.49	3.29	7.16	25.35	185.43	91.3	71.88	171.25	999999	999999
2940	2940.2	53.87	3.86	6.76	26.65	197.85	91.84	72.49	180.98	999999	999999
2940.2	2940.4	49.43	3.92	6.49	24.73	189.15	84.13	71.77	173.06	999999	999999
2940.4	2940.6	49.97	5.84	6.93	26.18	205.82	83.4	77.41	179.08	999999	999999
2940.6	2940.8	49.36	4.1	4.29	23.57	182.87	80.99	72.5	167.08	999999	999999
2940.8	2941	38.83	5.03	5.65	18.93	153.61	67.63	68.44	149.49	999999	999999
2941	2941.2	55.99	5.2	8.53	32.38	311.2	88.64	82.83	229.48	999999	999999
2941.2	2941.4	54.36	4.2	8.31	30.94	300.21	85.78	80.15	231.93	999999	999999
2941.4	2941.6	46.05	4.38	6.76	24.24	210.65	75.51	72.12	184.42	999999	999999
2941.6	2941.8	43.59	3.78	6.94	21.53	178.53	74.5	67.37	171.67	999999	999999
2941.8	2942.01	50.95	5.02	7.67	28.83	265.51	81.56	79.46	215.83	999999	999999
2942.01	2942.2	38.4	4.61	6.29	20.15	166.28	67.21	66.06	154.05	999999	999999
2942.2	2942.4	52.64	4.38	7.79	29.09	274.83	82.9	80.16	212.86	999999	999999
2942.4	2942.6	46.27	3.86	6.5	25.28	225.19	76.1	75.87	190.68	999999	999999
2942.6	2942.8	50.4	4.49	6.8	27.54	250.25	80.41	80.43	203.58	999999	999999
2942.8	2943	34.38	4.88	5.1	16.34	128.74	59.93	67.2	126.42	999999	999999
2943	2943.2	32.72	4.91	5.11	15.91	123.91	56.54	66.12	121.21	999999	999999
2943.2	2943.4	30.94	4.55	4.66	15.37	118.68	55.02	65.57	119.3	999999	999999
2943.4	2943.6	40.75	4.34	6.34	23.08	199.1	67.51	70.34	166.8	999999	999999
2943.6	2943.8	38.27	4.15	5.38	19.53	159.07	64.25	68.23	151.62	999999	999999
2943.8	2944	49.6	3.46	6.74	28.17	243.13	81.46	81.07	211.45	999999	999999
2944	2944.2	43.76	3.73	6.37	25.51	220.77	73.15	77.99	188.79	999999	999999
2944.2	2944.4	49.26	3.67	6.91	28.15	241.32	79.63	78.38	204.73	999999	999999
2944.4	2944.6	54.26	3.95	7.61	29.79	262.84	86.94	82.73	222.85	999999	999999
2944.6	2944.8	47.88	3.96	7.15	27	225.47	80.9	76.72	196.19	999999	999999
2944.8	2945	50.68	3.74	7.31	29.59	260.07	82.74	79.58	213.19	999999	999999
2945	2945.2	46.65	3.97	6.81	25.55	218.21	76.59	74.84	186.06	999999	999999
2945.2	2945.4	45.35	4.27	6.39	24.56	207.96	74	76.11	180.88	999999	999999
2945.4	2945.6	45.02	4.33	6.21	24.72	218.28	72.97	78.2	185.78	999999	999999
2945.6	2945.8	35.44	3.88	4.92	18.22	149.94	59.63	68.91	141.93	999999	999999
2945.8	2946	30.41	5.29	4.44	15.76	130.42	51.31	66.45	125.71	999999	999999
2946	2946.2	30.26	4.89	4.61	14.38	114.91	51.75	64.78	114.7	999999	999999
2946.2	2946.4	32.37	3.96	3.98	18.05	137.25	60.27	66.31	132.26	999999	999999
2946.4	2946.6	36.95	3.7	5.02	19.8	166.39	64.22	71.78	151.32	999999	999999
2946.6	2946.8	38.8	3.87	5.31	21.18	181.86	66.05	70.51	163.03	999999	999999
2946.8	2947	41.64	3.45	5.01	25.29	207.78	72.94	74.37	178.26	999999	999999
2947	2947.2	44.41	4.58	6.23	24.01	211.87	74.6	75.82	180.94	999999	999999
2947.2	2947.4	40.3	4.83	5.75	22.26	189.99	70.67	73.12	167.2	999999	999999
2947.4	2947.6	37.7	4.18	5.59	20.58	172.03	65.83	71.21	152.78	999999	999999
2947.6	2947.8	42.55	4.38	5.7	23.32	204.19	72.64	74.45	173.82	999999	999999
2947.8	2948	38.07	4.52	5.63	21.98	187.9	65.88	71.33	162.34	999999	999999
2948	2948.2	32.28	5.18	4.5	16.91	142.51	55.98	66.99	133.34	999999	999999
2948.2	2948.4	33.76	5.47	4.39	17.14	144.76	57.82	72.58	138.29	999999	999999
2948.4	2948.6	31.61	3.81	2.8	14.98	123.44	55.44	69.99	127.11	999999	999999
2948.6	2948.8	25.51	5.39	3.47	9.78	84.89	46.26	70.45	105.39	999999	999999
2948.8	2949	3.67	5.64	0.64	3.63	9.23	8.91	45.44	33.36	999999	999999
2949	2949.2	3.63	6.99	0.83	3.09	7.46	8.6	55.02	37.8	999999	999999
2949.2	2949.4	13.58	4.69	1.71	5.39	48.64	25.21	62.62	66.54	999999	999999
2949.4	2949.6	3.72	7.25	0.74	3.54	7.63	8.5	48.45	36.99	999999	999999
2949.6	2949.8	3.11	6.71	0.71	2.28	5.33	8.05	50.91	31.67	999999	999999
2949.8	2950	3.63	5.1	0.66	2.42	6.39	9.5	48.42	32.55	999999	999999
2950	2950.2	18.54	4.78	2.58	10.53	82	33.02	56.16	87.67	999999	999999
2950.2	2950.4	39.34	4.62	5.71	24.06	208.51	66.82	71.88	166.99	999999	999999
2950.4	2950.6	35.62	3.63	4.58	18.09	146.82	60.09	69.61	138.86	999999	999999
2950.6	2950.8	30.61	3.66	3.99	14.42	107.54	54.43	66.07	117.78	999999	999999
2950.8	2951	39.12	4.23	5.05	21.49	183.39	64.82	75.78	158.04	999999	999999
2951.01	2951.2	8.92	5	1.74	6.95	33.46	18.5	44.96	51.17	999999	999999
2951.2	2951.4	11.98	4.65	1.68	10.05	5.54	22.03	60.32	59.04	999999	999999
2951.4	2951.6	3.88	5.21	0.63	3.44	7.88	8.72	46.88	35.64	999999	999999
2951.6	2951.8	4.71	6.04	0.95	0.6	7.64	11.76	44.83	37.19	999999	999999
2951.8	2952	12.68	5.68	1.47	4.09	40.08	23.04	67.24	65.45	999999	999999
2952	2952.2	3.67	5.79	0.72	3.52	7.38	9.11	45.87	37.32	999999	999999
2952.2	2952.4	19.34	5.64	2.79	9.63	76.09	35.37	66.11	90.12	999999	999999
2952.4	2952.6	10.09	6.23	1.52	5.49	31.28	18.4	51.21	54.27	999999	999999
2952.6	2952.8	4.14	5.09	0.73	2.21	6.94	9.44	49.37	34.61	999999	999999
2952.8	2953	4.08	5.24	0.69	2.19	7.53	9.32	50.71	34.54	999999	999999
2953	2953.2	3.44	6.91	0.75	2.06	6.31	8.52	58.31	39.88	999999	999999
2953.2	2953.4	3.59	6.36	0.64	1.97	5.87	8.97	55.92	34.48	999999	999999
2953.4	2953.6	15.89	6.17	2.3	8.05	58.33	28.66	61.31	76.54	999999	999999
2953.6	2953.8	30.35	5.4	4.37	13.94	108.41	54.66	77.23	113.09	999999	999999
2953.8	2954.03	18.61	5.99	2.79	10.03	80.07	31.11	65.67	91.47	999999	999999
2954.03	2954.2	3.42	6.03	0.69	2.49	6.26	8.65	53.84	35.27	999999	999999
2954.2	2954.4	4.22	5.35	0.71	2.25	8.16	10.1	48.86	33.66	999999	999999
2954.4	2954.6	4.39	6.12	0.76	2.45	8.52	10.04	49.12	35.59	999999	999999
2954.6	2954.8	3.73	5.45	0.71	2.18	6.63	9.54	50.34	34.29	999999	999999
2954.8	2955	3.46	6.07	0.65	2.08	6.2	8.52	52.15	31.81	999999	999999
2955	2955.2	3.15	5.83	0.61	2.08	5.72	8.28	53.48	32.55	999999	999999
2955.2	2955.4	3.28	5.77	0.56	1.89	5.4	8.46	55.43	36.14	999999	999999
